01	168221
03	165371
05	169915
07	167946
09	169266
10	169655
12	169334
14	168460
16	168853
18	170057
21	170168
23	168537
25	162511
27	164722
29	155692
30	152948
02	166589
04	165153
06	167859
08	167461
11	169023
13	168937
15	169357
17	169642
19	168055
20	171233
22	168052
24	165358
26	163660
28	165426
31	93761
