419 EAST   11 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004390017,04/06/2017,Open,Site downloaded for cleaning,,988857,204915
87-87 FRANCIS LEWIS BOULEVARD,QUEENS,08 QUEENS,Precinct 107,23,4105890001,03/13/2017,Open,Site downloaded for cleaning,,1050878,202164
2106 WASHINGTON AVENUE,BRONX,06 BRONX,Precinct 48,15,2030470003,03/06/2017,Open,Site downloaded for cleaning,,1013184,249598
1373 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,45,3052270005,02/14/2017,Open,Site downloaded for cleaning,,997460,171469
4367 3 AVENUE,BRONX,06 BRONX,Precinct 48,15,2030450036,02/13/2017,Open,Site downloaded for cleaning,,1013504,249117
245 BOWERY,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004260017,02/19/2017,Open,Site downloaded for cleaning,,986161,202593
45-68 KISSENA BOULEVARD,QUEENS,07 QUEENS,Precinct 109,20,4051480034,02/07/2017,Open,Site downloaded for cleaning,,1034296,212881
1868 LINDEN BOULEVARD,BROOKLYN,05 BROOKLYN,Precinct 75,42,3043440001,02/07/2017,Open,Site downloaded for cleaning,,1013950,178862
115 FEATHERBED LANE,BRONX,05 BRONX,Precinct 46,14,2028760051,01/04/2017,Open,Site downloaded for cleaning,,1006690,247562
89-41 164 STREET,QUEENS,12 QUEENS,Precinct 103,24,4097940036,01/03/2017,Open,Site downloaded for cleaning,,1040557,196946
1254 SOUTHERN BOULEVARD,BRONX,03 BRONX,Precinct 42,17,2029790020,12/23/2016,Open,Site downloaded for cleaning,,1014174,241567
5 WEST   35 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,04,1008370036,12/27/2016,Open,Site downloaded for cleaning,,988507,212284
928 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3051020036,11/17/2016,Open,Site downloaded for cleaning,,995801,175716
1175 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,45,3051880020,11/21/2016,Open,Site downloaded for cleaning,,996289,173002
1983 UNIVERSITY AVENUE,BRONX,05 BRONX,Precinct 46,14,2032160064,10/29/2016,Open,Site downloaded for cleaning,,1008695,250608
733 BERGEN STREET,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011390029,10/17/2016,Open,Site downloaded for cleaning,,994091,186530
204 GREENPOINT AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3025760005,05/07/2017,Open,Graffiti Reported,,997530,205382
131 MONTROSE AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3030520033,05/02/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,999732,196952
724 57 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008500018,04/08/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,981639,171776
46 HIGHLAWN AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3066680006,04/27/2017,Open,Site downloaded for cleaning,,988514,158902
151 HUGUENOT AVENUE,STATEN ISLAND,03 STATEN ISLAND,Precinct 123,51,5060310024,04/14/2017,Open,Site downloaded for cleaning,,928302,140297
134 CORBIN PLACE,BROOKLYN,13 BROOKLYN,Precinct 60,48,3087170066,04/24/2017,Open,Site downloaded for cleaning,,996958,150085
8101 17 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3063130030,03/09/2017,Open,Site downloaded for cleaning,,983699,162006
284 PENN STREET,BROOKLYN,01 BROOKLYN,Precinct 90,33,3022200032,03/30/2017,Open,Site downloaded for cleaning,,997121,196228
116 WEST  197 STREET,BRONX,08 BRONX,Precinct 50,14,2032490088,03/24/2017,Open,Site downloaded for cleaning,,1011956,257019
189 5 AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39,3009530009,03/19/2017,Open,Site downloaded for cleaning,,989765,185890
2024 CRESTON AVENUE,BRONX,05 BRONX,Precinct 46,14,2028080072,03/03/2017,Open,Site downloaded for cleaning,,1010402,249706
512 AVENUE N,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065870008,03/03/2017,Open,Site downloaded for cleaning,,992643,163153
792 GRAND CONCOURSE,BRONX,04 BRONX,Precinct 44,16,,03/29/2017,Open,Property Research Required,,1005293,239696
 grand concourse,BRONX,Unspecified BRONX,Unspecified,,,04/07/2017,Open,Property Research Required,,,
 BROADWAY AND SHERMAN AVENUE,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,03/06/2017,Open,Property Research Required,,,
1278 SPOFFORD AVENUE,BRONX,02 BRONX,Precinct 41,17,,01/29/2017,Open,Property Research Required,,1015380,235981
AVEA AVE A,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,12/29/2016,Open,Property Research Required,,,
4589 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,11,,12/20/2016,Open,Property Research Required,,1025201,267798
449 laconia ave,BRONX,Unspecified BRONX,Unspecified,,,12/20/2016,Open,Property Research Required,,,
535 WEST  164 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,07,,11/06/2016,Open,Property Research Required,,1000763,244538
310 AVENUE C,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,10/31/2016,Open,Property Research Required,,,
2594 POE PLACE,BRONX,07 BRONX,Precinct 52,15,,08/17/2016,Open,Property Research Required,,1013840,253984
101 WEST   14 STREET,MANHATTAN,04 MANHATTAN,Precinct 13,03,1007900032,03/15/2017,Open,Site downloaded for cleaning,,985009,207985
3706 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2046640051,02/09/2017,Open,Site downloaded for cleaning,,1021899,260525
638 SACKETT STREET,BROOKLYN,06 BROOKLYN,Precinct 78,39,3004340024,01/13/2017,Open,Site downloaded for cleaning,,988753,186468
5991 BROADWAY,BRONX,08 BRONX,Precinct 50,11,2058011030,05/06/2017,Open,Site to be cleaned.,,1012449,263554
606 MELROSE AVENUE,BRONX,01 BRONX,Precinct 40,17,2023740009,01/24/2017,Pending,Cleaning crew dispatched.  Property cleaned.,01/19/2017,1007171,237062
611 6 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,39,3010540001,02/01/2017,Pending,Cleaning crew dispatched.  Property cleaned.,01/26/2017,987538,180816
195 UTICA AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36,3013730010,02/01/2017,Pending,Cleaning crew dispatched.  Property cleaned.,01/26/2017,1003444,184139
1347 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,45,3052270021,02/01/2017,Pending,Cleaning crew dispatched.  Property cleaned.,01/26/2017,997207,171780
434 6 AVENUE,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005730006,01/18/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/30/2017,984569,206905
4907 FARRAGUT ROAD,BROOKLYN,17 BROOKLYN,Precinct 67,45,3047840048,06/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/07/2016,1003770,171511
368 EAST FORDHAM ROAD,BRONX,05 BRONX,Precinct 46,15,2030260020,01/27/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,03/09/2017,1013976,253285
122-07 22 AVENUE,QUEENS,07 QUEENS,Precinct 109,19,4041650001,06/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/27/2016,1026942,223547
170 35 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3006920035,11/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2017,982825,178147
71 EAST KINGSBRIDGE ROAD,BRONX,07 BRONX,Precinct 52,14,2033160002,01/05/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/21/2017,1013047,255105
264 LAFAYETTE STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004960018,02/27/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/20/2017,985199,202897
300 CANAL STREET,MANHATTAN,01 MANHATTAN,Precinct 1,01,1002100020,11/03/2016,Closed,Cleaning crew dispatched. No graffiti on property.,04/03/2017,983672,201420
6 CROSBY STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1002320021,01/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/31/2017,984139,201529
71 MYRTLE AVENUE,BROOKLYN,02 BROOKLYN,Precinct 84,33,,01/24/2017,Closed,Cleaning crew dispatched.  Owner refused.,03/29/2017,987855,192046
1790 RANDALL AVENUE,BRONX,09 BRONX,Precinct 43,18,2035210043,12/22/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/08/2017,1022081,236944
43-20 43 AVENUE,QUEENS,02 QUEENS,Precinct 108,26,4001620023,12/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/01/2017,1006179,210777
94-17 FRANCIS LEWIS BOULEVARD,QUEENS,13 QUEENS,Precinct 105,23,4105390011,12/25/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/24/2017,1052301,199684
97-36 43 AVENUE,QUEENS,04 QUEENS,Precinct 110,21,4016280021,09/29/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,02/22/2017,1021339,211155
775 WASHINGTON STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006410075,08/24/2016,Closed,Cleaning crew dispatched.  Owner refused.,01/30/2017,981986,208094
43-10 NATIONAL STREET,QUEENS,04 QUEENS,Precinct 110,21,4016280043,08/30/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/13/2016,1021991,211358
2481 FLATBUSH AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,46,3085430003,09/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/22/2016,1005742,161493
148-02 JAMAICA AVENUE,QUEENS,12 QUEENS,Precinct 103,27,4099960001,07/25/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/08/2016,1037987,195018
24-22 149 STREET,QUEENS,07 QUEENS,Precinct 109,19,4046590038,06/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/07/2016,1034761,222287
101 NORFOLK STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003530040,08/24/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/03/2016,987806,201144
333 EAST  139 STREET,BRONX,01 BRONX,Precinct 40,08,2023020061,07/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/18/2016,1005217,234600
1235 EAST TREMONT AVENUE,BRONX,11 BRONX,Precinct 49,15,2040140001,06/27/2016,Closed,Cleaning crew dispatched.  Owner refused.,10/14/2016,1019710,245234
410 EAST  148 STREET,BRONX,01 BRONX,Precinct 40,08,2022920013,06/30/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/12/2016,1007142,236199
35-01 41 STREET,QUEENS,01 QUEENS,Precinct 114,26,4006700008,06/16/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,09/23/2016,1005999,214180
83-12 37 AVENUE,QUEENS,03 QUEENS,Precinct 115,21,4014710001,06/03/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/13/2016,1016623,212492
71 NORTH    7 STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023170030,05/24/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/01/2016,995072,201543
113 BERRY STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023190005,05/09/2016,Closed,Cleaning crew dispatched. No graffiti on property.,07/07/2016,995697,201196
134 WEST   10 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006107503,11/01/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/30/2017,984131,206916
1459 BUSHWICK AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3034510001,08/29/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/16/2016,1009770,188391
4214 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009240041,11/28/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2017,984471,174436
4220 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009240043,12/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2017,984463,174428
681 40 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009140043,11/25/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,04/25/2017,984058,175515
29 GRAHAM AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3031190025,02/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/20/2017,1000228,195126
721 FRANKLIN AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3012380010,03/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/05/2017,996233,184790
111-11 ROOSEVELT AVENUE,QUEENS,03 QUEENS,Precinct 115,21,4017840129,01/06/2017,Closed,Cleaning crew dispatched. No graffiti on property.,04/05/2017,1024270,213163
80 4 AVENUE,MANHATTAN,02 MANHATTAN,Precinct 9,02,1005570039,10/07/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/28/2017,986925,205784
605 EAST  138 STREET,BRONX,01 BRONX,Precinct 40,08,2025510064,01/05/2017,Closed,Cleaning crew dispatched.  Owner refused.,03/27/2017,1007452,233040
407 WILSON AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033520063,11/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/01/2017,1007867,192321
68-16B WOODSIDE AVENUE,QUEENS,02 QUEENS,Precinct 108,26,4013460018,01/10/2017,Closed,Cleaning crew dispatched. No graffiti on property.,03/01/2017,1013065,209901
1001 FULTON STREET,BROOKLYN,02 BROOKLYN,Precinct 88,35,3019800061,09/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/14/2016,994549,187986
384 ATLANTIC AVENUE,BROOKLYN,02 BROOKLYN,Precinct 84,33,3001830026,08/08/2016,Closed,Cleaning crew dispatched. No graffiti on property.,12/07/2016,988225,189659
597 FLATBUSH AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40,3050340001,09/15/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/06/2016,995206,179319
412 45 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007470009,09/14/2016,Closed,Cleaning crew dispatched. No graffiti on property.,12/02/2016,981728,175693
6114 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3057890043,08/04/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/29/2016,978350,172886
5321 FT HAMILTON PARKWAY,BROOKLYN,12 BROOKLYN,Precinct 66,44,3056670002,08/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/14/2016,984048,171101
413 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007310040,07/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/14/2016,985167,213569
250 MULBERRY STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004940014,08/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2016,985420,202740
7204 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3061910036,06/25/2016,Closed,Cleaning crew dispatched.  Owner refused.,10/28/2016,984441,164460
3417 AVENUE J,BROOKLYN,18 BROOKLYN,Precinct 63,45,3075980001,06/24/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/25/2016,1000114,167796
530 TINTON AVENUE,BRONX,01 BRONX,Precinct 40,08,2025820034,08/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/19/2016,1010145,235231
563 GATES AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018100075,08/10/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/12/2016,999800,189571
6 CLINTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,02,1003500050,05/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/07/2016,988684,201997
174 HENRY STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002710047,06/02/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/30/2016,987327,199216
14 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026450035,05/27/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/29/2016,997697,202924
126A NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026820106,05/30/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/23/2016,998514,203238
1112 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3051640018,05/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/27/2016,995969,173662
617 MANHATTAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026790012,05/15/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2016,997947,202834
757 MANHATTAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026190009,05/08/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/14/2016,997432,204017
229 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3023440035,05/31/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/13/2016,995501,200229
1039 41 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,39,3055870060,01/31/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/04/2017,986147,173525
622 GATES AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018160001,01/10/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,02/23/2017,1000847,189724
528 LAFAYETTE AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017880021,09/04/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,12/13/2016,997080,190518
24-19 23 AVENUE,QUEENS,01 QUEENS,Precinct 114,22,4008670063,09/02/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/13/2016,1007208,222498
89-28 GOLD ROAD,QUEENS,10 QUEENS,Precinct 106,32,4113510037,09/15/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/30/2016,1026795,185223
47-12 39 PLACE,QUEENS,02 QUEENS,Precinct 108,26,4002000040,09/05/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/28/2016,1004843,209425
106-16 LIBERTY AVENUE,QUEENS,10 QUEENS,Precinct 106,32,4095290007,09/17/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/28/2016,1030021,188174
718 40 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009190013,09/30/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/22/2016,984395,175240
1975 CRESTON AVENUE,BRONX,05 BRONX,Precinct 46,14,2028070027,09/24/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/21/2016,1010050,249208
118 FORSYTHE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004190045,09/08/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2016,986346,201294
877 61 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,38,3057140047,08/10/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/28/2016,981855,170259
2050 21 DRIVE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3064670012,07/25/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/28/2016,983544,157278
159 STARR STREET,BROOKLYN,04 BROOKLYN,Precinct 83,34,3031870044,08/01/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/11/2016,1005178,195667
14 LAWTON STREET,BROOKLYN,04 BROOKLYN,Precinct 83,34,3032290002,07/06/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/11/2016,1003468,192540
598 DRIGGS AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023360031,08/02/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/03/2016,996030,200157
155 WYTHE AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023260004,05/20/2016,Closed,Cleaning crew dispatched. No graffiti on property.,09/06/2016,995124,201300
631 PROSPECT PLACE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3012240074,05/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/25/2016,996589,185157
1200 MYRTLE AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34,3032050018,05/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/22/2016,1003451,193393
6216 20 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3055340046,06/01/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/16/2016,988628,164467
NORTH    7 STREET & MEEKER AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,,11/14/2016,Closed,10-90Y - Unnecessary,11/14/2016,997348,199678
184 DEKALB AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35,3021020033,03/29/2017,Closed,10-99 - Other (Notes Required),03/30/2017,991915,190511
162 CHARLES STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006367503,11/01/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/30/2017,981674,206678
4248 WHITEPLAINS ROAD,BRONX,12 BRONX,Precinct 47,11,2049980061,12/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/08/2017,1023893,265297
587 WASHINGTON AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011327501,10/04/2016,Closed,Cleaning crew dispatched. No graffiti on property.,12/14/2016,994182,187060
81-15 QUEENS BOULEVARD,QUEENS,04 QUEENS,Precinct 110,25,4015407501,09/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/02/2016,1016762,208095
63-16 FOREST AVENUE,QUEENS,05 QUEENS,Precinct 104,30,4033727501,08/19/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,12/01/2016,1010610,198091
661 DRIGGS AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3023670003,05/26/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/18/2016,995591,199610
275 57 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008370045,04/11/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,978828,174013
114-40 ROCKAWAY BOULEVARD,QUEENS,10 QUEENS,Precinct 106,32,4117070038,05/03/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1033271,185899
119-01 101 AVENUE,QUEENS,09 QUEENS,Precinct 102,28,4094570032,04/18/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1032548,190712
5606 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008410040,04/08/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,981605,172075
5 BAY   23 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063740048,04/26/2017,Open,Site downloaded for cleaning,,984428,159583
186 BOWERY,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004780023,04/20/2017,Open,Site downloaded for cleaning,,985952,201884
354 EAST   20 STREET,MANHATTAN,06 MANHATTAN,Precinct 13,02,1009250041,05/03/2017,Open,Site downloaded for cleaning,,989493,207243
86 7 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007650035,04/15/2017,Open,Site downloaded for cleaning,,984530,208704
72 FORT WASHINGTON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,07,1021370046,04/15/2017,Open,Site downloaded for cleaning,,999726,244451
768 40 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009190033,03/27/2017,Open,Site downloaded for cleaning,,984613,175067
333 6 AVENUE,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005897501,04/07/2017,Open,Site downloaded for cleaning,,983924,205751
2672 BROADWAY,MANHATTAN,07 MANHATTAN,Precinct 24,07,1018730042,02/02/2017,Open,Site downloaded for cleaning,,992794,230107
1685 WEBSTER AVENUE,BRONX,04 BRONX,Precinct 44,16,2028880039,03/06/2017,Open,Site downloaded for cleaning,,1010879,246311
2167 CROTONA AVENUE,BRONX,06 BRONX,Precinct 48,15,2030830045,03/06/2017,Open,Site downloaded for cleaning,,1015443,248854
8325 5 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3060190001,02/24/2017,Open,Site downloaded for cleaning,,977297,166181
800 EAST  149 STREET,BRONX,01 BRONX,Precinct 40,08,2025810024,02/21/2017,Open,Site downloaded for cleaning,,1010127,235378
611 WILSON AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3034300107,02/23/2017,Open,Site downloaded for cleaning,,1010014,190719
262 BOWERY,MANHATTAN,02 MANHATTAN,Precinct 5,01,1005070033,01/26/2017,Open,Site downloaded for cleaning,,986212,202798
16 SPRING STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1004790020,12/04/2016,Open,Site downloaded for cleaning,,985664,202095
1956 ADAM CLAYTON POWELL JR BOULEVARD,MANHATTAN,10 MANHATTAN,Precinct 28,09,1019230035,12/15/2016,Open,Site downloaded for cleaning,,997635,232359
2165 GRAND CONCOURSE,BRONX,05 BRONX,Precinct 46,14,2031620045,11/22/2016,Open,Site downloaded for cleaning,,1011473,250770
194 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,09,1017180170,11/19/2016,Open,Site downloaded for cleaning,,998660,232340
541 3 AVENUE,MANHATTAN,06 MANHATTAN,Precinct 17,04,1009160061,10/11/2016,Open,Site downloaded for cleaning,,990555,211398
679 48 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007670043,06/27/2016,Open,Site downloaded for cleaning,,982755,173890
301 SOUNDVIEW AVENUE,BRONX,09 BRONX,Precinct 43,18,2034740055,05/06/2017,Open,Site to be cleaned.,,1024043,234988
474 5 AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39,3010160042,04/10/2017,Open,Mail returned / wrong address,,987816,182711
228 BAY RIDGE AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058710026,04/03/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,976610,171059
310 CANAL STREET,MANHATTAN,01 MANHATTAN,Precinct 1,01,1002100016,05/02/2017,Open,Site downloaded for cleaning,,983648,201442
20 WEST   37 STREET,MANHATTAN,05 MANHATTAN,Precinct 14,04,1008380062,04/18/2017,Open,Site downloaded for cleaning,,988659,212783
126-19 20 AVENUE,QUEENS,07 QUEENS,Precinct 109,19,4041320001,04/13/2017,Open,Site downloaded for cleaning,,1027990,224110
2342 FREDRICK DOUGLAS BOULEVARD,MANHATTAN,10 MANHATTAN,Precinct 28,09,1019310061,03/26/2017,Open,Site downloaded for cleaning,,997857,234604
2067 MCDONALD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,47,3066810007,04/08/2017,Open,Site downloaded for cleaning,,991888,158685
112 SOUTH STREET,MANHATTAN,01 MANHATTAN,Precinct 1,01,1000970004,03/23/2017,Open,Site downloaded for cleaning,,983680,196810
66 EAST MOUNT EDEN AVENUE,BRONX,04 BRONX,Precinct 44,14,2028450055,02/14/2017,Open,Site downloaded for cleaning,,1008195,246711
18 GRAHAM AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3031270008,02/24/2017,Open,Site downloaded for cleaning,,1000265,194853
1683 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065830067,01/13/2017,Open,Site downloaded for cleaning,,991590,162193
59 WEST  170 STREET,BRONX,04 BRONX,Precinct 44,16,2028720046,01/04/2017,Open,Site downloaded for cleaning,,1006141,245459
819 WILLIAMS AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3043410001,01/23/2017,Open,Site downloaded for cleaning,,1013253,178060
446 WEST   34 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007310070,08/18/2016,Open,Site downloaded for cleaning,,984807,214011
8639 20 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063750019,05/05/2017,Open,Graffiti Reported,,984504,159256
2761 UNIVERSITY AVENUE,BRONX,08 BRONX,Precinct 50,14,2032490111,03/28/2017,Open,Site downloaded for cleaning,,1012018,256385
