72 PARROT PLACE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3060720041,11/02/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/28/2017,977954,163945
261 EAST KINGSBRIDGE ROAD,BRONX,07 BRONX,Precinct 52,15,2032930113,02/02/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,03/08/2017,1013485,254154
189 WOODPOINT ROAD,BROOKLYN,01 BROOKLYN,Precinct 94,34,3028840101,11/28/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/24/2017,1000320,200244
159 SOUTH    8 STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3021337501,10/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/08/2016,994737,197708
6420 15 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,38,3057480069,08/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/06/2016,985169,166526
151-17 84 ROAD,QUEENS,08 QUEENS,Precinct 107,24,4097500010,10/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/30/2016,1037400,199194
95-42 115 STREET,QUEENS,09 QUEENS,Precinct 102,28,4094160027,09/14/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/30/2016,1031297,191090
430 SLOSSON AVENUE,STATEN ISLAND,02 STATEN ISLAND,Precinct 122,50,5006940352,08/12/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/10/2016,951871,161427
1663 GARFIELD STREET,BRONX,11 BRONX,Precinct 49,15,2040240010,06/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/25/2016,1020881,246113
2 EAST   91 STREET,BROOKLYN,17 BROOKLYN,Precinct 67,41,3045930001,06/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/19/2016,1003567,180951
362 LEWIS AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016640048,07/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/12/2016,1002251,188176
34 HART STREET,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017700026,07/11/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/06/2016,997967,191744
661 MEEKER AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3027060027,06/26/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/28/2016,1000707,202556
80-01 30 AVENUE,QUEENS,03 QUEENS,Precinct 115,22,4010570040,07/07/2016,Closed,Cleaning crew dispatched. No graffiti on property.,09/23/2016,1015244,216565
44-10 30 ROAD,QUEENS,01 QUEENS,Precinct 114,22,4007130069,05/23/2016,Closed,Cleaning crew dispatched. No graffiti on property.,09/23/2016,1008637,216862
96 GREENPOINT AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3025630010,05/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/23/2016,996235,205220
912 WILLOUGHBY AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34,3032040022,06/29/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/22/2016,1003004,193049
612 PROSPECT PLACE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011630048,05/17/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/16/2016,996302,185227
2900 OCEAN AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074407501,06/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/02/2016,998222,154335
75 DRIGGS AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3027050017,05/08/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/15/2016,1000346,202797
23-90 23 STREET,QUEENS,01 QUEENS,Precinct 114,22,4008760002,02/16/2017,Closed,10-93C - Report Prepared,02/16/2017,1006324,222040
284 LAFAYETTE STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1005100006,08/29/2016,Closed,10-90X - Unfounded,08/29/2016,985333,203109
2415 MARION AVENUE,BRONX,05 BRONX,Precinct 46,15,2030220029,12/10/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/09/2017,1013294,252273
2174 65 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3055570035,12/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2017,989251,163022
269 BOWERY,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004277502,01/22/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/03/2017,986241,202878
701 EAST  219 STREET,BRONX,12 BRONX,Precinct 47,12,2046670046,11/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/06/2017,1022307,261171
6220 14 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,38,3057330044,06/10/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/04/2016,984884,167424
106 NORTH    1 STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3023790019,05/26/2016,Closed,Cleaning crew dispatched.  Owner refused.,07/07/2016,994542,200084
4506 CHURCH AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,45,3048990006,04/21/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1002280,176647
82 CHRISTOPHER STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005910048,04/06/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,983207,206498
1937 MCDONALD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,44,3066580073,04/08/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,991932,159813
657 WASHINGTON AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011470002,04/03/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,994308,186195
5721 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008470001,05/04/2017,Open,Site downloaded for cleaning,,979584,173313
168 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 28,09,1017170002,04/12/2017,Open,Site downloaded for cleaning,,998506,232060
2165 BATH AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3064140001,04/30/2017,Open,Site downloaded for cleaning,,984864,157462
765 DEKALB AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017750044,04/27/2017,Open,Site downloaded for cleaning,,999207,191393
105 EAST    9 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1005550048,04/16/2017,Open,Site downloaded for cleaning,,986954,205404
976 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3054390052,04/08/2017,Open,Site downloaded for cleaning,,990620,168838
348 CLASSON AVENUE,BROOKLYN,02 BROOKLYN,Precinct 88,35,3019480034,03/09/2017,Open,Site downloaded for cleaning,,995353,190163
1461 FULTON STREET,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018570031,03/08/2017,Open,Site downloaded for cleaning,,1000161,187033
78-66 220 PLACE,QUEENS,11 QUEENS,Precinct 111,23,4077760062,03/25/2017,Open,Site downloaded for cleaning,,1053355,207356
1609 MCDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065830094,03/03/2017,Open,Site downloaded for cleaning,,991504,162782
738 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3006480041,03/03/2017,Open,Site downloaded for cleaning,,985001,180162
60 AVENUE B,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004000038,02/07/2017,Open,Site downloaded for cleaning,,989129,202856
907 SOUTHERN BOULEVARD,BRONX,02 BRONX,Precinct 41,17,2027230066,02/21/2017,Open,Site downloaded for cleaning,,1013946,237945
1843 ATLANTIC AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,41,3017120001,01/24/2017,Open,Site downloaded for cleaning,,1005179,185970
517 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,06,1012150061,01/06/2017,Open,Site downloaded for cleaning,,991004,225950
505 39 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009030168,12/28/2016,Open,Site downloaded for cleaning,,983277,176466
2296 1 AVENUE,MANHATTAN,11 MANHATTAN,Precinct 25,08,1018060001,12/20/2016,Open,Site downloaded for cleaning,,1002420,229798
261 WEST  109 STREET,MANHATTAN,07 MANHATTAN,Precinct 24,07,1018810001,12/02/2016,Open,Site downloaded for cleaning,,993646,231879
2202 AMSTERDAM AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021260046,12/19/2016,Open,Site downloaded for cleaning,,1001872,245578
520 WEST  190 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10,1021590074,12/19/2016,Open,Site downloaded for cleaning,,1004282,250434
174 LUDLOW STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004120045,11/29/2016,Open,Site downloaded for cleaning,,987705,202203
5703 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008500008,10/23/2016,Open,Site downloaded for cleaning,,981453,171873
83-16 NORTHERN BOULEVARD,QUEENS,03 QUEENS,Precinct 115,25,4014310006,11/12/2016,Open,Site downloaded for cleaning,,1016335,214611
15 AVENUE J,BROOKLYN,12 BROOKLYN,Precinct 66,44,3054640046,11/10/2016,Open,Site downloaded for cleaning,,990752,166441
1328 NOSTRAND AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,40,3050660064,10/21/2016,Open,Site downloaded for cleaning,,998128,177752
1702 FLATBUSH AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,45,3075970051,11/07/2016,Open,Site downloaded for cleaning,,999913,168423
202 WEST   14 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006180031,08/21/2016,Open,Site downloaded for cleaning,,984207,208420
86-44 121 STREET,QUEENS,09 QUEENS,Precinct 102,29,4092740075,08/20/2016,Open,Site downloaded for cleaning,,1031539,194772
400 BROADWAY,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,49,5002170044,04/24/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,951883,169308
1623 CONEY ISLAND AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,44,3067310056,04/05/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,994284,164394
4312 CHURCH AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,45,3048970007,04/14/2017,Open,Site downloaded for cleaning,,1001755,176614
612 WESTCHESTER AVENUE,BRONX,01 BRONX,Precinct 40,17,2026230033,04/27/2017,Open,Site downloaded for cleaning,,1009041,236558
1839 PITKIN AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,37,3037090138,04/18/2017,Open,Site downloaded for cleaning,,1010626,183595
151-24 BEAVER ROAD,QUEENS,12 QUEENS,Precinct 103,27,4101070101,03/26/2017,Open,Site downloaded for cleaning,,1039065,194465
1618 FULTON STREET,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016990036,03/08/2017,Open,Site downloaded for cleaning,,1001972,186898
157-11 LINDEN BOULEVARD,QUEENS,12 QUEENS,Precinct 113,28,4121750088,03/03/2017,Open,Site downloaded for cleaning,,1042429,189931
1572 ATLANTIC AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36,3012040033,02/28/2017,Open,Site downloaded for cleaning,,1001098,186255
2817 NOSTRAND AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,45,3076920038,03/02/2017,Open,Site downloaded for cleaning,,999600,163531
40-02 FRANCIS LEWIS BOULEVARD,QUEENS,11 QUEENS,Precinct 111,19,4053610029,03/02/2017,Open,Site downloaded for cleaning,,1043787,216664
92-17 165 STREET,QUEENS,12 QUEENS,Precinct 103,27,4101550123,02/05/2017,Open,Site downloaded for cleaning,,1041225,196184
1820 FLATBUSH AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,45,3076180023,02/23/2017,Open,Site downloaded for cleaning,,1000916,167178
1963 GRAND CONCOURSE,BRONX,05 BRONX,Precinct 46,14,2028080044,01/04/2017,Open,Site downloaded for cleaning,,1010534,249232
319 MOFFAT STREET,BROOKLYN,04 BROOKLYN,Precinct 83,37,3034430059,12/30/2016,Open,Site downloaded for cleaning,,1011163,191073
56 BLEEKER STREET,MANHATTAN,02 MANHATTAN,Precinct 9,01,1005220031,01/15/2017,Open,Site downloaded for cleaning,,985661,203797
250 CYPRESS AVENUE,BRONX,01 BRONX,Precinct 40,08,2025670001,01/05/2017,Open,Site downloaded for cleaning,,1007963,232867
267 23 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008990057,12/07/2016,Open,Site downloaded for cleaning,,986045,179586
1202 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3051860024,10/05/2016,Open,Site downloaded for cleaning,,996410,172829
3690 3 AVENUE,BRONX,03 BRONX,Precinct 42,16,2029250033,07/22/2016,Open,Site downloaded for cleaning,,1010945,243496
7305 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062030006,07/16/2016,Open,Site downloaded for cleaning,,984384,164161
101 NORFOLK STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003530040,05/05/2017,Open,Site to be cleaned.,,987806,201144
157-11 HORACE HARDING EXPRESSWAY,QUEENS,07 QUEENS,Precinct 109,20,4067350005,04/16/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1036594,208536
112 NORTH    5 STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023430003,04/24/2017,Open,Site downloaded for cleaning,,995347,200638
1190 BERGEN STREET,BROOKLYN,08 BROOKLYN,Precinct 77,36,3012210023,03/29/2017,Open,Site downloaded for cleaning,,999210,185521
607 55 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008250001,03/29/2017,Open,Site downloaded for cleaning,,981260,172749
1209 BEACH AVENUE,BRONX,09 BRONX,Precinct 43,18,2037630101,02/23/2017,Open,Site downloaded for cleaning,,1021324,241846
272 IRVING AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033180012,02/06/2017,Open,Site downloaded for cleaning,,1007718,194159
112 MALCOLM X BOULEVARD,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016260043,02/24/2017,Open,Site downloaded for cleaning,,1003542,190599
1566 MACOMBS ROAD,BRONX,04 BRONX,Precinct 44,14,2028650032,01/04/2017,Open,Site downloaded for cleaning,,1007074,246946
37-60 85 STREET,QUEENS,03 QUEENS,Precinct 115,21,4014720034,08/22/2016,Open,Site downloaded for cleaning,,1017093,212428
256 CITY ISLAND AVENUE,BRONX,10 BRONX,Precinct 45,13,2056420010,04/07/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1043490,247453
89-19 SUTTER AVENUE,QUEENS,10 QUEENS,Precinct 106,32,,04/01/2017,Open,Property Research Required,,1026505,185703
1617 SHEEPSHEAD BAY ROAD,BROOKLYN,15 BROOKLYN,Precinct 61,48,,03/09/2017,Open,Property Research Required,,997405,153105
 382 87 STREET,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,12/27/2016,Open,Property Research Required,,,
71-26 COOPER AVENUE,QUEENS,05 QUEENS,Precinct 104,30,,12/13/2016,Open,Property Research Required,,1017660,195259
 East 9th street,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,08/19/2016,Open,Property Research Required,,,
290-21 JAMAICA AVENUE,QUEENS,Unspecified QUEENS,Unspecified,,,06/10/2016,Open,Property Research Required,,,
748 WEST 51 STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,05/14/2016,Open,Property Research Required,,,
128 DRIGGS AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,,05/09/2016,Open,Property Research Required,,999853,202741
109 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3022910001,06/01/2016,Open,Property Research Required,,996654,201641
109 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3022910001,05/30/2016,Open,Property Research Required,,996654,201641
 Southeast Corner of Creston Ave and East Tremont Ave,BRONX,Unspecified BRONX,Unspecified,,,05/15/2016,Open,Property Research Required,,,
712 EAST  216 STREET,BRONX,12 BRONX,Precinct 47,12,2046630021,02/09/2017,Open,Site downloaded for cleaning,,1022063,260356
3531 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2046430014,02/21/2017,Open,Site downloaded for cleaning,,1021305,259261
517 EAST  178 STREET,BRONX,06 BRONX,Precinct 48,15,2030440094,01/06/2017,Open,Site downloaded for cleaning,,1013003,248213
4401 CARPENTER AVENUE,BRONX,12 BRONX,Precinct 47,11,2050660078,09/30/2016,Open,Site downloaded for cleaning,,1023836,267118
1544 OCEAN PARKWAY,BROOKLYN,12 BROOKLYN,Precinct 66,44,3066120022,03/31/2017,Open,Site to be cleaned.,,993138,161866
998 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3051250017,02/01/2017,Pending,Cleaning crew dispatched.  Property cleaned.,01/25/2017,995868,175002
226-21 MERRICK BOULEVARD,QUEENS,13 QUEENS,Precinct 105,31,4129650015,05/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/31/2016,1055349,186107
1760A EASTERN PARKWAY,BROOKLYN,16 BROOKLYN,Precinct 73,41,3014550024,08/29/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/16/2016,1009049,184679
11 BEDFORD PARK BOULEVARD,BRONX,07 BRONX,Precinct 52,11,2033210001,01/04/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/24/2017,1014929,257406
101 NORFOLK STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003530040,02/20/2017,Closed,Cleaning crew dispatched. No graffiti on property.,04/19/2017,987806,201144
750 NEW YORK AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,40,3048370044,01/30/2017,Closed,Cleaning crew dispatched. No graffiti on property.,04/18/2017,998914,178062
1890 BRUCKNER BOULEVARD,BRONX,09 BRONX,Precinct 43,18,2036710019,01/11/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,04/17/2017,1022906,240059
83-40 WOODHAVEN BOULEVARD,QUEENS,05 QUEENS,Precinct 104,30,4038660160,01/30/2017,Closed,Cleaning crew dispatched.  Owner refused.,04/10/2017,1024370,195128
155 26 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3006540001,02/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/04/2017,984239,180020
2128 ROCKAWAY PARKWAY,BROOKLYN,18 BROOKLYN,Precinct 69,46,3083310006,02/23/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/04/2017,1015585,169358
8923 5 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3060670001,12/03/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/28/2017,976517,165003
1566 WESTCHESTER AVENUE,BRONX,09 BRONX,Precinct 43,18,2037420040,01/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/08/2017,1018303,241264
2200 SEWARD AVENUE,BRONX,09 BRONX,Precinct 43,18,2035750032,12/31/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,03/07/2017,1026304,238491
1230 LAFAYETTE AVENUE,BRONX,02 BRONX,Precinct 41,17,2027380001,11/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/01/2017,1014622,236758
32-03 39 AVENUE,QUEENS,01 QUEENS,Precinct 114,26,4003810030,11/28/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/21/2017,1003086,213346
24-54 47 STREET,QUEENS,01 QUEENS,Precinct 114,22,4007320022,11/13/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/21/2017,1010448,218438
132 NORFOLK STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003540080,10/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,01/26/2017,987959,201527
239 WEST  125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,09,1019310015,10/11/2016,Closed,Cleaning crew dispatched. No graffiti on property.,12/13/2016,998096,234270
2 WYCKOFF AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34,3031760034,09/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/08/2016,1005463,196848
550B COMMONWEALTH AVENUE,BRONX,09 BRONX,Precinct 43,18,2035200030,10/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/01/2016,1021758,236498
37-08 83 STREET,QUEENS,03 QUEENS,Precinct 115,21,4014700006,09/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/01/2016,1016575,212369
4014 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007120041,08/22/2016,Closed,Cleaning crew dispatched.  Owner refused.,11/23/2016,981777,177236
39-02 MAIN STREET,QUEENS,07 QUEENS,Precinct 109,20,4049760048,08/25/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/08/2016,1031224,216266
317 WEST  125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,09,1019520022,06/15/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/04/2016,997618,234534
501 WEST  166 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021230069,06/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/04/2016,1001407,244876
654 65 STREET,BROOKLYN,10 BROOKLYN,Precinct 68,38,3058290042,06/27/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/28/2016,980025,170351
645 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3006370005,06/15/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/20/2016,985699,181033
229 50 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007810070,06/07/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/20/2016,979768,175591
1098 BOSTON ROAD,BRONX,03 BRONX,Precinct 42,16,2026340001,07/22/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/18/2016,1010638,240767
845 EAST  138 STREET,BRONX,01 BRONX,Precinct 40,17,2025900051,06/02/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/13/2016,1009410,231919
167-20 HILLSIDE AVENUE,QUEENS,12 QUEENS,Precinct 103,27,4098180077,05/15/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/06/2016,1040986,197950
68 LORRAINE STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3005800005,06/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/15/2016,982278,184996
6602 11 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3057580037,06/27/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/03/2016,982402,168056
4914 AVENUE H,BROOKLYN,18 BROOKLYN,Precinct 63,45,3077530045,05/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/26/2016,1003927,169829
1123 MYRTLE AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3015840039,06/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,06/13/2016,1001845,193161
172 WEST    4 STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1005900028,12/09/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/30/2017,983829,206018
557 METROPOLITAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3027560037,05/12/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/31/2016,998014,199437
643 ROGERS AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40,3050570009,03/07/2017,Closed,Cleaning crew dispatched.  Property cleaned.,05/01/2017,997288,178202
180 BAY RIDGE AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058700032,01/05/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/28/2017,976054,171285
24-25 38 STREET,QUEENS,01 QUEENS,Precinct 114,22,4006540046,01/31/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/27/2017,1008535,219280
75 MALCOLM X BOULEVARD,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016170004,02/24/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/19/2017,1003464,191148
927 EAST  163 STREET,BRONX,02 BRONX,Precinct 41,17,2026970045,01/01/2017,Closed,Cleaning crew dispatched.  Cannot locate property.,04/18/2017,1012716,238410
1001 FULTON STREET,BROOKLYN,02 BROOKLYN,Precinct 88,35,3019800061,03/03/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/13/2017,994549,187986
5810 6 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008560040,02/23/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/13/2017,980666,172146
209 EAST  165 STREET,BRONX,04 BRONX,Precinct 44,16,2024560061,03/15/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/12/2017,1006789,241748
194 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023270028,01/12/2017,Closed,Cleaning crew dispatched.  Property cleaned.,04/10/2017,995856,200672
110 AVENUE A,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004027501,12/29/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/31/2017,988782,203735
1441 2 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,04,1014307501,12/29/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/29/2017,996194,220122
115 ESSEX STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004100055,12/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/28/2017,987627,201345
963 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 24,07,1018620002,11/21/2016,Closed,Cleaning crew dispatched. No graffiti on property.,03/27/2017,993912,231196
254 7 AVENUE,BROOKLYN,06 BROOKLYN,Precinct 78,39,3009890041,12/07/2016,Closed,Cleaning crew dispatched.  Property cleaned.,03/08/2017,989895,183094
561 WILSON AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3034120004,01/09/2017,Closed,Cleaning crew dispatched. No graffiti on property.,02/28/2017,1009450,191140
25-07 STEINWAY STREET,QUEENS,01 QUEENS,Precinct 114,22,4006840142,11/01/2016,Closed,Cleaning crew dispatched. No graffiti on property.,02/22/2017,1008632,218940
25-69 STEINWAY STREET,QUEENS,01 QUEENS,Precinct 114,22,4006840017,11/01/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/21/2017,1008620,218921
325 KNICKERBOCKER AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3032360004,07/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/07/2017,1005676,194792
590 WEST  174 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10,1021300008,10/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/14/2016,1001766,247006
116 EAST   30 STREET,MANHATTAN,05 MANHATTAN,Unspecified,02,1008850080,09/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/13/2016,989153,210404
85 DUMONT AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,41,3035530058,09/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/21/2016,1007380,180840
2102 EAST    8 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,47,3071340012,08/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/14/2016,994531,157056
984 56 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,38,3056870040,07/29/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/14/2016,983344,170757
504 WEST  188 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10,1021590016,07/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/08/2016,1004165,249916
244 MADISON AVENUE,MANHATTAN,05 MANHATTAN,Precinct 14,04,1008670057,07/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/03/2016,989446,212570
750 GREENWICH STREET,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006330019,07/29/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/03/2016,982355,207281
